id,codigo_120,name
2474,32260000-3,Equipamento para transmissão de dados
2475,32270000-6,Aparelhos para transmissão digital
2476,32300000-6,Aparelhos receptores de rádio e televisão e aparelhos para gravação ou reprodução de som e imagem
2477,32310000-9,Aparelhos receptores de rádio
2478,32320000-2,Equipamento audiovisual e de televisão
2479,32321000-9,Equipamento para projecção televisiva
2480,32321100-0,Equipamento para filme e vídeo
2481,32321200-1,Equipamento audiovisual
2482,32321300-2,Material audiovisual
2483,32322000-6,Equipamento multimédia
2484,32323000-3,Monitores de vídeo
2485,32323100-4,Monitores de vídeo a cores
2486,32323200-5,Monitores de vídeo monocromáticos
2487,32323300-6,Equipamento para vídeo
2488,32323400-7,Equipamento para reprodução de vídeo
2489,32323500-8,Sistema de vigilância por vídeo
2490,32324000-0,Receptores de televisão
2491,32324100-1,Receptores de televisão a cores
2492,32324200-2,Receptores de televisão monocromáticos
2493,32324300-3,Equipamento para televisão
2494,32324310-6,Antenas de satélite
2495,32324400-4,Antenas de televisão
2496,32324500-5,Sintonizadores de vídeo
2497,32324600-6,Caixas de televisão digital
2498,32330000-5,Aparelhos para gravação e reprodução de som e imagem
2499,32331000-2,Pratos de gira-discos
2500,32331100-3,Gira-discos
2501,32331200-4,Leitores de cassetes
2502,32331300-5,Aparelhos para reprodução de som
2503,32331500-7,Gravadores
2504,32331600-8,Leitores de MP3
2505,32332000-9,Gravadores de fitas magnéticas
2506,32332100-0,Ditafones
2507,32332200-1,Atendedores de chamadas telefónicas
2508,32332300-2,Gravadores de som
2509,32333000-6,Aparelhos para gravação ou reprodução de vídeo
2510,32333100-7,Gravadores de vídeo
2511,32333200-8,Câmaras de vídeo
2512,32333300-9,Aparelhos para reprodução de vídeo
2513,32333400-0,Leitores de vídeo
2514,32340000-8,Microfones e altifalantes
2515,32341000-5,Microfones
2516,32342000-2,Alto-falantes
2517,32342100-3,Auscultadores
2518,32342200-4,Auriculares
2519,32342300-5,Conjuntos de microfones e altifalantes
2520,32342400-6,Dispositivos acústicos
2521,32342410-9,Equipamento de som
2522,32342411-6,Minialtifalantes
2523,32342412-3,Altifalantes
2524,32342420-2,Misturador de som para estúdio
2525,32342430-5,Sistema de compressão de sinais vocais
2526,32342440-8,Sistema de correio vocal
2527,32342450-1,Gravadores de voz
2528,32343000-9,Amplificadores
2529,32343100-0,Amplificadores de frequências de som
2530,32343200-1,Megafones
2531,32344000-6,Aparelhos receptores para radiotelefonia ou radiotelegrafia
2532,32344100-7,Receptores de bolso para chamadas telefónicas e paging (sistema de chamada de pessoas)
2533,32344110-0,Sistema de registo vocal
2534,32344200-8,Receptores de rádio
2535,32344210-1,Equipamento de rádio
2536,32344220-4,Aparelhos de paging (sistema de chamada de pessoas) via rádio
2537,32344230-7,Estações de rádio
2538,32344240-0,Torres hertzianas
2539,32344250-3,Instalações de rádio
2540,32344260-6,Equipamento de rádio e de multiplexagem
2541,32344270-9,Sistema de controlo de rádio e telefone
2542,32344280-2,Rádios portáteis
2543,32350000-1,Partes de equipamento de som e imagem
2544,32351000-8,Acessórios para equipamento de som e imagem
2545,32351100-9,Equipamento para montagem de vídeo
2546,32351200-0,Ecrãs
2547,32351300-1,Acessórios para equipamento áudio
2548,32351310-4,Audiocassetes
2549,32352000-5,Antenas e reflectores
2550,32352100-6,Peças para equipamento de rádio e radar
2551,32352200-7,Peças sobresselentes e acessórios para radar
2552,32353000-2,Gravações de som
2553,32353100-3,Discos (gravação de som)
2554,32353200-4,Cassetes de música
2555,32354000-9,Películas
2556,32354100-0,Películas para radiologia
2557,32354110-3,Películas radiográficas
2558,32354120-6,Películas diazóicas
2559,32354200-1,Películas cinematográficas
2560,32354300-2,Películas fotográficas
2561,32354400-3,Películas de impressão instântanea
2562,32354500-4,Películas de vídeo
2563,32354600-5,Videocassetes
2564,32354700-6,Bandas de vídeo
2565,32354800-7,Película retráctil
2566,32360000-4,Aparelhos de intercomunicação
2567,32400000-7,Redes
2568,32410000-0,Rede local (LAN)
2569,32411000-7,Rede em anel com testemunho
2570,32412000-4,Rede de comunicações
2571,32412100-5,Rede de telecomunicações
2572,32412110-8,Rede Internet
2573,32412120-1,Rede intranet
2574,32413000-1,Rede integrada
2575,32413100-2,Combinadores de redes
2576,32415000-5,Rede ethernet
2577,32416000-2,Rede RDIS
2578,32416100-3,Rede de centrais digitais de serviços integrados (ISDX)
2579,32417000-9,Redes multimédia
2580,32418000-6,Rede hertziana
2581,32420000-3,Equipamento de rede
2582,32421000-0,Cablagem de rede
2583,32422000-7,Componentes de rede
2584,32423000-4,Nós de rede
2585,32424000-1,Infra-estrutura de rede
2586,32425000-8,Sistema de exploração de rede
2587,32426000-5,Sistema de edição em rede
2588,32427000-2,Sistema de rede
2589,32428000-9,Melhoramento da rede
2590,32429000-6,Equipamento para rede telefónica
2591,32430000-6,Rede global (WAN)
2592,32440000-9,Equipamento de telemetria e terminal
2593,32441000-6,Equipamento de telemetria
2594,32441100-7,Sistema de vigilância de telemetria
2595,32441200-8,Equipamento de controlo e telemetria
2596,32441300-9,Sistema telemático
2597,32442000-3,Equipamento terminal
2598,32442100-4,Placas de bornes
2599,32442200-5,Caixas terminais
2600,32442300-6,Emuladores de bornes
2601,32442400-7,Blocos de terminais
2602,32500000-8,Equipamento e material para telecomunicações
2603,32510000-1,Sistema de telecomunicações sem fio
2604,32520000-4,Equipamento e cablagem para telecomunicações
2605,32521000-1,Cablagem para telecomunicações
2606,32522000-8,Equipamento para telecomunicações
2607,32523000-5,Instalações para telecomunicações
2608,32524000-2,Sistema de telecomunicações
2609,32530000-7,Equipamento para comunicações envolvendo satélite
2610,32531000-4,Equipamento para comunicações por satélite
2611,32532000-1,Antenas parabólicas
2612,32533000-8,Estações terrestres de satélite
2613,32534000-5,Plataformas de satélite
2614,32540000-0,Quadros de comutação
2615,32541000-7,Equipamento de comutação
2616,32542000-4,Painéis de comutadores
2617,32543000-1,Quadros comutadores telefónicos
2618,32544000-8,Equipamento para centrais privadas de comutação telefónica (PABX)
2619,32545000-5,Sistemas de centrais privadas de comutação telefónica (PABX)
2620,32546000-2,Equipamento digital de comutação
2621,32546100-3,Quadros comutadores digitais
2622,32547000-9,Quadros comutadores de vácuo
2623,32550000-3,Equipamento telefónico
2624,32551000-0,Cabos telefónicos e equipamento afim
2625,32551100-1,Ligações telefónicas
2626,32551200-2,Centrais telefónicas
2627,32551300-3,Auscultadores telefónicos com microfone incorporado
2628,32551400-4,Rede telefónica
2629,32551500-5,Cabos telefónicos
2630,32552000-7,Aparelhos eléctricos para linhas de telefonia ou telegrafia
2631,32552100-8,Aparelhos telefónicos
2632,32552110-1,Telefones sem fio
2633,32552120-4,Telefones de emergência
2634,32552130-7,Telefones públicos
2635,32552140-0,Equipamento para telefones a pagar
2636,32552150-3,Telefones para deficientes visuais
2637,32552160-6,Telefones para deficientes auditivos
2638,32552200-9,Aparelhos de teleimpressão
2639,32552300-0,Aparelhos de comutação para telefonia ou telegrafia
2640,32552310-3,Centrais telefónicas digitais
2641,32552320-6,Multiplexadores
2642,32552330-9,Aparelhos de comutação para telefonia
2643,32552400-1,Aparelhos de conversão de audiofrequências
2644,32552410-4,Modems
2645,32552420-7,Conversor de frequências
2646,32552430-0,Equipamento de codificação
2647,32552500-2,Aparelhos de teletexto
2648,32552510-5,Terminais de videotexto
2649,32552520-8,Equipamento de telex
2650,32552600-3,Interfones
2651,32553000-4,Partes de aparelhos eléctricos para telefonia ou telegrafia
2652,32560000-6,Material de fibra óptica
2653,32561000-3,Conexões de fibra óptica
2654,32562000-0,Cabos de fibra óptica
2655,32562100-1,Cabos de fibra óptica para transmissão de informação
2656,32562200-2,Cabos de fibra óptica para telecomunicações
2657,32562300-3,Cabos de fibra óptica para transmissão de dados
2658,32570000-9,Equipamento para comunicações
2659,32571000-6,Infra-estrutura de comunicações
2660,32572000-3,Cabos para comunicações
2661,32572100-4,Cabos de condutores eléctricos múltiplos para comunicações
2662,32572200-5,Cabos de condutores coaxiais para comunicações
2663,32572300-6,Cabos de comunicações para aplicações especiais
2664,32573000-0,Sistema de controlo de comunicações
2665,32580000-2,Equipamento para tratamento de dados
2666,32581000-9,Equipamento para comunicação de dados
2667,32581100-0,Cabos para transmissão de dados
2668,32581110-3,Cabos de condutores eléctricos múltiplos para transmissão de dados
2669,32581120-6,Cabos de condutores coaxiais para transmissão de dados
2670,32581130-9,Cabos de transmissão de dados para aplicações especiais
2671,32581200-1,Equipamento para telecópia
2672,32581210-4,Acessórios e componentes de equipamento para telecópia
2673,32582000-6,Suportes de dados
2674,32583000-3,Suportes vocais e de dados
2675,32584000-0,Suportes contendo dados
2676,33000000-0,"Equipamento médico, medicamentos e produtos para cuidados pessoais"
2677,33100000-1,Equipamento médico
2678,33110000-4,"Equipamento de imagiologia para uso médico, dentário e veterinário"
2679,33111000-1,Aparelhos para radiologia
2680,33111100-2,Mesa para exames radiológicos
2681,33111200-3,Postos de trabalho de radiologia
2682,33111300-4,Aparelhos para revelação de exames radiológicos
2683,33111400-5,Aparelhos de fluoroscopia
2684,33111500-6,Radiografia dentária
2685,33111600-7,Aparelhos de radiografia
2686,33111610-0,Unidade de ressonância magnética
2687,33111620-3,Câmaras de raios gama
2688,33111640-9,Termógrafos
2689,33111650-2,Aparelhos para mamografia
2690,33111660-5,Densitómetros ósseos
2691,33111700-8,Sala de angiografia
2692,33111710-1,Material para angiografia
2693,33111720-4,Aparelhos para angiografia
2694,33111721-1,Aparelhos para angiografia digital
2695,33111730-7,Material para angioplastia
2696,33111740-0,Aparelhos para angioplastia
2697,33111800-9,Sistema de diagnóstico radiológico
2698,33112000-8,"Equipamento de imagiologia por ecos, ultra-sons e doppler"
2699,33112100-9,Aparelho de ultra-sons para detecção do coração
2700,33112200-0,Unidade de ultra-sons
2701,33112300-1,Scanners de ultra-sons
2702,33112310-4,Doppler a cores
2703,33112320-7,Equipamento Doppler
2704,33112330-0,Ecoencefalógrafos
2705,33112340-3,Ecocardiógrafos
2706,33113000-5,Equipamento de imagiologia por ressonância magnética
2707,33113100-6,Scanners de ressonância magnética
2708,33113110-9,Scanners de ressonância magnética nuclear
2709,33114000-2,Aparelhos para espectroscopia
2710,33115000-9,Aparelhos para tomografia
2711,33115100-0,Scanners de tomografia computorizada
2712,33115200-1,Scanners de tomografia axial computorizada
2713,33120000-7,Sistemas de registo e dispositivos de exploração
2714,33121000-4,Sistema de registo ambulatório de longa duração
2715,33121100-5,Electroencefalógrafos
2716,33121200-6,Aparelhos para cintigrafia
2717,33121300-7,Electromiógrafos
2718,33121400-8,Audiómetros
2719,33121500-9,Electrocardiograma
2720,33122000-1,Equipamento oftalmológico
2721,33123000-8,Aparelhos para fins cardiovasculares
2722,33123100-9,Tensiómetro
2723,33123200-0,Aparelhos para electrocardiografia
2724,33123210-3,Aparelhos para monitorização cardíaca
2725,33123220-6,Aparelhos para angiografia cardíaca
2726,33123230-9,Cardiógrafos
2727,33124000-5,Aparelhos e material para diagnóstico e radiodiagnóstico
2728,33124100-6,Aparelhos para diagnóstico
2729,33124110-9,Sistemas de diagnóstico
2730,33124120-2,Aparelhos de ultra-sons
2731,33124130-5,Material para diagnóstico
2732,33124131-2,Fitas reactivas
2733,33124200-7,Aparelhos para radiodiagnóstico
2734,33124210-0,Material para radiodiagnóstico
2735,33125000-2,Material para exploração urológica
2736,33126000-9,Aparelhos para estomatologia
2737,33127000-6,Aparelhos para imunoanálise
2738,33128000-3,Laser médico para usos não-cirúrgicos
2739,33130000-0,Instrumentos e dispositivos dentários e de subespecialidade
2740,33131000-7,Material odontológico
2741,33131100-8,Material para cirurgia dentária
2742,33131110-1,"Tenazes, escovas, retractores e polidores para medicina dentária"
2743,33131111-8,Tenazes dentárias
2744,33131112-5,Escovas operatórias dentárias
2745,33131113-2,Retractores dentários
2746,33131114-9,Polidores dentários
2747,33131120-4,"Unidades de criocirurgia, calibradores e aparelhos de extracção e escavação para medicina dentária"
2748,33131121-1,Unidades de criocirurgia dentária
2749,33131122-8,Calibradores de profundidade dental
2750,33131123-5,Aparelhos de elevação dentária
2751,33131124-2,Aparelhos de escavação dentária
2752,33131130-7,Protectores de dedo e fórceps para medicina dentária
2753,33131131-4,Protectores de dedo para medicina dentária
2754,33131132-1,Fórceps para medicina dentária
2755,33131140-0,Espelhos e brocas para medicina dentária
2756,33131141-7,Espelhos para medicina dentária
2757,33131142-4,Brocas para medicina dentária
2758,33131150-3,Extractores de raízes e destartarizadores manuais e eléctricos
2759,33131151-0,Extractores de raízes
2760,33131152-7,Destartarizadores manuais
2761,33131153-4,Destartarizadores eléctricos
2762,33131160-6,Tesouras e bisturis para medicina dentária
2763,33131161-3,Tesouras para medicina dentária
2764,33131162-0,Bisturis para medicina dentária
2765,33131170-9,"Espátulas, pinças, cinzeladores e afins para medicina dentária"
2766,33131171-6,Espátulas dentárias
2767,33131172-3,Pinças dentárias
2768,33131173-0,Cinzeladores para cera dentária
2769,33131200-9,Agulha de sutura dentária
2770,33131300-0,Material odontológico descartável
2771,33131400-1,Sonda dentária
2772,33131500-2,Material para extracção dentária
2773,33131510-5,Brocas dentárias
2774,33131600-3,Instrumentos para obturação dentária
2775,33132000-4,Implante dentário
2776,33133000-1,Material para impressão dentária
2777,33134000-8,Acessórios para endodôncia
2778,33135000-5,Aparelhos para ortodôncia
2779,33136000-2,Material rotativo e de abrasão
2780,33137000-9,Acessórios de profilaxia dentária
2781,33138000-6,Produtos para próteses e rebasagem
2782,33138100-7,Dentaduras
2783,33140000-3,Material médico de consumo
2784,33141000-0,Material médico não químico descartável e produtos hematológicos
2785,33141100-1,"Pensos; clipes, suturas, ligaduras"
2786,33141110-4,Pensos
2787,33141111-1,Pensos adesivos
2788,33141112-8,Bandas adesivas
2789,33141113-4,Tecido para ligaduras
2790,33141114-2,Gaze para fins médicos
2791,33141115-9,Algodão para fins médicos
2792,33141116-6,Conjuntos de pensos
2793,33141117-3,Algodão-em-rama
2794,33141118-0,Toalhetes
2795,33141119-7,Compressas
2796,33141120-7,"Clipes, suturas, ligaduras"
2797,33141121-4,Suturas cirúrgicas
2798,33141122-1,Agrafos cirúrgicos
2799,33141123-8,Recipientes para colocar material cortante
2800,33141124-5,Almofadas para agulhas
2801,33141125-2,Material de sutura cirúrgica
2802,33141126-9,Ligaduras
2803,33141127-6,Hemostáticos reabsorvíveis
2804,33141128-3,Agulhas de sutura
2805,33141200-2,Cateteres
2806,33141210-5,Cateteres de balão
2807,33141220-8,Cânulas
2808,33141230-1,Dilatador
2809,33141240-4,Acessórios para catéter
